#
#  0. 客户端名称 (clientName, C32)
#  1. 客户端编号 (clientId)
#  2. 客户端禁用标识 (isDisabled)
#    - 0 或 不填 代表该客户端未设置禁用标识，正常加载
#    - >0 代表该客户端设置禁用标识，不进行加载
#    - <0 取值异常，OES停止启动
#  3. API禁用标识 (isApiForbidden)
#    - 0 或 不填 代表允许该客户使用API登录
#    - >0 代表禁止该客户使用API登录
#    - <0 取值异常，OES停止启动
#  4. 客户端类型 (clientType), 预留字段
#    - 1 投资人
#  5. 所有者类型 (ownerType)
#    - 1   个人投资者
#    - 102 会员
#    - 103 机构投资者
#    - 104 自营
#    - 105 做市商
#  6. 客户端说明 (clientMemo, C32)
#  7. 客户端密码 (clientPwd, C40)
#  8. 大宗交易标识 (isBlockTrader)
#    - 0 或 不填 代表该客户不进行大宗交易，盘后不会解冻其资金
#    - >0 代表该客户会进行大宗交易，盘后会解冻其可取额度的资金
#    - <0 取值异常，OES停止启动
#  9. 上海现货/信用账户对应的PBU代码 (sseStkPbuId)
# 10. 上海衍生品账户对应的PBU代码 (sseOptPbuId)
# 11. 深圳现货/信用账户对应的PBU代码 (szseStkPbuId)
# 12. 深圳衍生品账户对应的PBU代码 (szseOptPbuId)
# 13. 深圳交易网关号 (szseTgwId)
#    - 填 0 或 不填 代表该客户的深证委托优先通过交易网关组的第一个交易网关上报
#    - 填 * 代表该客户的深证委托使用交易网关组下每一个活跃交易网关上报，策略为Round-Robin
#    - 其他内容会被作为深圳交易网关ID识别，此时该客户的深证委托优先通过此交易网关上报
# 14. 委托通道最大连接数 (maxOrdConnect)
#    - 填 <=0 或 不填 代表不限制委托通道连接数量
# 15. 回报通道最大连接数 (maxRptConnect)
#    - 填 <=0 或 不填 代表不限制回报通道连接数量
# 16. 查询通道最大连接数 (maxQryConnect)
#    - 填 <=0 或 不填 代表不限制查询通道连接数量
# 17. 委托通道的流量控制 (ordTrafficLimit)
#    - 委托通道每秒可以接受的最大请求次数，建议默认设置为500
#    - 填 <=0 或者 不填 表示不限制
# 18. 查询通道的流量控制 (qryTrafficLimit)
#    - 查询通道每秒可以接受的最大请求次数，建议默认设置为500
#    - 填 <=0 或者 不填 表示不限制
#    - 小于10 的流控值不被接受
# 19. 与该客户端相关联的客户号 (relationCust 以','号分隔的客户号列表)
#

#clientName |clientId |isDisabled |isApiForbidden |clientType |ownerType |clientMemo |clientPwd |isBlockTrader |sseStkPbuId |sseOptPbuId |szseStkPbuId |szseOptPbuId |szseTgwId |maxOrdConnect |maxRptConnect |maxQryConnect |ordTrafficLimit |qryTrafficLimit |relationCust
customer173 |173     |0          |               |1          |1         |customer173 |dte4s4    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000173
customer174 |174     |0          |               |1          |1         |customer174 |jrkwec    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000174
customer175 |175     |0          |               |1          |1         |customer175 |qxe1jo    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000175
customer176 |176     |0          |               |1          |1         |customer176 |sofhur    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000176
customer177 |177     |0          |               |1          |1         |customer177 |6i8tiu    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000177
customer178 |178     |0          |               |1          |1         |customer178 |mz7bqk    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000178
customer179 |179     |0          |               |1          |1         |customer179 |m794pb    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000179
customer180 |180     |0          |               |1          |1         |customer180 |1h20p5    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000180
customer181 |181     |0          |               |1          |1         |customer181 |wxajsb    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000181
customer182 |182     |0          |               |1          |1         |customer182 |h819ak    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000182
customer183 |183     |0          |               |1          |1         |customer183 |t2pusq    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000183
customer184 |184     |0          |               |1          |1         |customer184 |u3zg99    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000184
customer185 |185     |0          |               |1          |1         |customer185 |bdivke    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000185
customer186 |186     |0          |               |1          |1         |customer186 |0ansrp    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000186
customer187 |187     |0          |               |1          |1         |customer187 |ltyvba    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000187
customer188 |188     |0          |               |1          |1         |customer188 |wl5z6n    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000188
customer189 |189     |0          |               |1          |1         |customer189 |mz72de    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000189
customer190 |190     |0          |               |1          |1         |customer190 |5mg739    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000190
customer191 |191     |0          |               |1          |1         |customer191 |vmiudj    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000191
customer192 |192     |0          |               |1          |1         |customer192 |9clwy6    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000192
customer193 |193     |0          |               |1          |1         |customer193 |i0s0eu    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000193
customer194 |194     |0          |               |1          |1         |customer194 |6u1smf    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000194
customer195 |195     |0          |               |1          |1         |customer195 |o0wkca    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000195
customer196 |196     |0          |               |1          |1         |customer196 |ltefi1    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000196
customer197 |197     |0          |               |1          |1         |customer197 |uhfqsy    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000197
customer198 |198     |0          |               |1          |1         |customer198 |h4frjf    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000198
customer199 |199     |0          |               |1          |1         |customer199 |bciro3    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000199
customer200 |200     |0          |               |1          |1         |customer200 |du59wf    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000200
customer201 |201     |0          |               |1          |1         |customer201 |5t27m6    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000201
customer202 |202     |0          |               |1          |1         |customer202 |kk6e84    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000202
customer203 |203     |0          |               |1          |1         |customer203 |ihor21    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000203
customer204 |204     |0          |               |1          |1         |customer204 |lp2u4v    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000204
customer205 |205     |0          |               |1          |1         |customer205 |nh2opt    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000205
customer206 |206     |0          |               |1          |1         |customer206 |vxgyon    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000206
customer207 |207     |0          |               |1          |1         |customer207 |dxxv4w    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000207
customer208 |208     |0          |               |1          |1         |customer208 |zfbd1i    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000208
customer209 |209     |0          |               |1          |1         |customer209 |twavd6    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000209
customer210 |210     |0          |               |1          |1         |customer210 |dgppfl    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000210
customer211 |211     |0          |               |1          |1         |customer211 |lzjc2w    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000211
customer212 |212     |0          |               |1          |1         |customer212 |m48or0    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000212
customer213 |213     |0          |               |1          |1         |customer213 |dksd9l    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000213
customer214 |214     |0          |               |1          |1         |customer214 |bar2cw    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000214
customer215 |215     |0          |               |1          |1         |customer215 |hpl0b7    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000215
customer216 |216     |0          |               |1          |1         |customer216 |mnxo64    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000216
customer217 |217     |0          |               |1          |1         |customer217 |jvxayy    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000217
customer218 |218     |0          |               |1          |1         |customer218 |7nmor9    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000218
customer219 |219     |0          |               |1          |1         |customer219 |43xdlb    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000219
customer220 |220     |0          |               |1          |1         |customer220 |rc125p    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000220
customer221 |221     |0          |               |1          |1         |customer221 |je0jlr    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000221
customer222 |222     |0          |               |1          |1         |customer222 |8efnwm    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000222
customer223 |223     |0          |               |1          |1         |customer223 |db8bss    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000223
customer224 |224     |0          |               |1          |1         |customer224 |8grufw    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000224
customer225 |225     |0          |               |1          |1         |customer225 |kgxvyr    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000225
customer226 |226     |0          |               |1          |1         |customer226 |pbiq87    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000226
customer227 |227     |0          |               |1          |1         |customer227 |cnw0le    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000227
customer228 |228     |0          |               |1          |1         |customer228 |ac32v3    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000228
customer229 |229     |0          |               |1          |1         |customer229 |389aeq    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000229
customer230 |230     |0          |               |1          |1         |customer230 |woevko    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000230
customer231 |231     |0          |               |1          |1         |customer231 |0bpkf5    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000231
customer232 |232     |0          |               |1          |1         |customer232 |enu4q2    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000232
customer233 |233     |0          |               |1          |1         |customer233 |hv1zo2    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000233
customer234 |234     |0          |               |1          |1         |customer234 |g7n0w8    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000234
customer235 |235     |0          |               |1          |1         |customer235 |8ofhzi    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000235
customer236 |236     |0          |               |1          |1         |customer236 |d38zfs    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000236
customer237 |237     |0          |               |1          |1         |customer237 |9cp3b7    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000237
customer238 |238     |0          |               |1          |1         |customer238 |958zry    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000238
customer239 |239     |0          |               |1          |1         |customer239 |veut1w    |0             |88822       |88822       |555213       |0            |*         |10            |10            |10            |500             |500             |188800000000239
